,id_site,no_couche,carbone_16_5_1,ph_eau_6_1,soil_composition,desc_code_occupation1,desc_code_occupation3,x_theo,y_theo
266,155,1,12.3,7.6,0.859,successions culturales,systeme de rotations sans prairie sans interculture,571033.32,6941975.4
267,155,2,5.68,7.0,0.884,successions culturales,systeme de rotations sans prairie sans interculture,571033.32,6941975.4
268,156,1,26.1,4.8,0.881,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,587023.62,6941842.2
269,156,2,8.44,5.2,0.896,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,587023.62,6941842.2
270,157,1,21.9,6.3,0.586,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,603013.85,6941708.69
271,157,2,10.1,7.1,0.603,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,603013.85,6941708.69
272,158,1,12.0,7.6,0.896,successions culturales,systeme de rotations sans prairie avec interculture,619004.14,6941574.96
273,158,2,5.42,7.7,0.918,successions culturales,systeme de rotations sans prairie avec interculture,619004.14,6941574.96
274,159,1,13.5,7.2,0.84,successions culturales,systeme de rotations sans prairie sans interculture,634994.48,6941441.1
275,160,1,11.41,8.1,0.925,successions culturales,systeme de rotations sans prairie sans interculture,650984.83,6941307.01
276,160,2,3.2,7.9,0.92,successions culturales,systeme de rotations sans prairie sans interculture,650984.83,6941307.01
277,161,1,8.017,6.27,0.937,successions culturales,systeme de rotations sans prairie sans interculture,666975.22,6941172.57
278,161,2,2.884,6.67,0.95,successions culturales,systeme de rotations sans prairie sans interculture,666975.22,6941172.57
279,162,1,7.638,6.62,0.244,successions culturales,monoculture,682965.54,6941037.93
280,162,2,2.292,6.82,0.266,successions culturales,monoculture,682965.54,6941037.93
281,163,1,50.09,7.9,0.864,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,698955.79,6940903.07
282,163,2,16.02,8.1,0.881,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,698955.79,6940903.07
283,164,1,19.8,7.41,0.338,surfaces toujours en herbe,Surface toujours en herbe (STH),714946,6940767.99
284,164,2,7.08,8.18,0.369,surfaces toujours en herbe,Surface toujours en herbe (STH),714946,6940767.99
285,165,1,15.7,4.3,0.509,surfaces boisees,forets caducifoliees,730936.2,6940632.64
286,165,2,5.24,4.5,0.541,surfaces boisees,forets caducifoliees,730936.2,6940632.64
287,165,9,302.0,4.6,0.329,surfaces boisees,forets caducifoliees,730936.2,6940632.64
288,166,1,12.2,8.32,0.328,successions culturales,systeme de rotations sans prairie sans interculture,746926.4,6940497.06
289,166,2,5.19,8.45,0.38,successions culturales,systeme de rotations sans prairie sans interculture,746926.4,6940497.06
290,167,1,7.67,8.0,0.111,successions culturales,systeme de rotations sans prairie sans interculture,762916.55,6940361.23
291,167,2,6.69,8.27,0.276,successions culturales,systeme de rotations sans prairie sans interculture,762916.55,6940361.23
292,168,1,10.3,7.9,0.885,successions culturales,grandes cultures et prairies courte duree,778906.68,6940225.18
293,168,2,3.25,7.9,0.892,successions culturales,grandes cultures et prairies courte duree,778906.68,6940225.18
294,169,1,15.3,8.1,0.894,successions culturales,systeme de rotations sans prairie sans interculture,794896.82,6940088.96
295,169,2,6.27,8.3,0.887,successions culturales,systeme de rotations sans prairie sans interculture,794896.82,6940088.96
296,170,1,20.7,7.4,0.736,successions culturales,systeme de rotations sans prairie sans interculture,810886.93,6939952.48
297,170,2,13.4,7.3,0.811,successions culturales,systeme de rotations sans prairie sans interculture,810886.93,6939952.48
298,171,1,32.9,7.9,0.68,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,826877.01,6939815.78
299,172,1,20.8,5.3,0.787,surfaces boisees,forets caducifoliees,842867.06,6939678.9
300,172,2,8.88,6.4,0.824,surfaces boisees,forets caducifoliees,842867.06,6939678.9
301,173,1,20.7,5.8,0.872,surfaces boisees,forets de coniferes,858857.11,6939541.84
302,173,2,10.4,7.4,0.906,surfaces boisees,forets de coniferes,858857.11,6939541.84
303,174,1,18.1,5.4,0.588,successions culturales,systeme de rotations sans prairie sans interculture,874847.13,6939404.54
304,174,2,11.4,5.8,0.667,successions culturales,systeme de rotations sans prairie sans interculture,874847.13,6939404.54
305,175,1,19.3,6.5,0.634,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,890837.13,6939267.02
306,175,2,9.75,7.3,0.64,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,890837.13,6939267.02
307,176,1,39.9,7.0,0.669,surfaces boisees,forets caducifoliees,906827.02,6939129.36
308,181,1,20.1,5.3,0.686,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,363031.5,6927699.41
309,181,2,6.18,5.7,0.713,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,363031.5,6927699.41
310,182,1,88.9,4.7,0.983,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379021.33,6927568.77
311,182,2,113.0,4.9,0.947,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379021.33,6927568.77
312,183,1,17.9,6.0,0.829,successions culturales,systeme de rotations sans prairie sans interculture,395011.21,6927437.95
313,183,2,10.7,6.1,0.839,successions culturales,systeme de rotations sans prairie sans interculture,395011.21,6927437.95
314,184,1,28.2,5.5,0.84,successions culturales,systeme de rotations sans prairie sans interculture,411001.12,6927306.91
315,184,2,13.1,5.7,0.828,successions culturales,systeme de rotations sans prairie sans interculture,411001.12,6927306.91
316,189,1,24.8,6.0,0.743,surfaces toujours en herbe,STH 6-10 ans semee,490950.19,6926648.2
317,189,2,13.2,6.6,0.739,surfaces toujours en herbe,STH 6-10 ans semee,490950.19,6926648.2
318,190,1,7.88,5.3,0.798,successions culturales,systeme de rotations sans prairie sans interculture,506940.15,6926516.03
319,190,2,4.81,5.9,0.803,successions culturales,systeme de rotations sans prairie sans interculture,506940.15,6926516.03
320,191,1,11.8,5.1,0.739,surfaces toujours en herbe,Surface toujours en herbe (STH),522930.16,6926383.62
321,191,2,4.49,6.0,0.768,surfaces toujours en herbe,Surface toujours en herbe (STH),522930.16,6926383.62
322,192,1,52.3,4.2,0.714,surfaces boisees,forets caducifoliees,538920.14,6926250.97
323,193,1,43.3,4.1,0.561,surfaces boisees,forets caducifoliees,554910.11,6926118.17
324,194,1,18.8,4.2,0.566,surfaces boisees,forets caducifoliees,570900.19,6925985.21
325,194,2,4.23,4.2,0.628,surfaces boisees,forets caducifoliees,570900.19,6925985.21
326,195,1,23.6,8.0,0.869,successions culturales,systeme de rotations sans prairie sans interculture,586890.28,6925851.99
327,195,2,5.74,8.2,0.877,successions culturales,systeme de rotations sans prairie sans interculture,586890.28,6925851.99
328,196,1,19.9,4.2,0.884,surfaces boisees,forets caducifoliees,602880.34,6925718.51
329,196,2,6.38,4.4,0.885,surfaces boisees,forets caducifoliees,602880.34,6925718.51
330,197,1,12.95,5.5,0.654,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,618870.43,6925584.83
331,197,2,4.61,6.4,0.681,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,618870.43,6925584.83
332,198,1,40.516,8.02,0.953,surfaces boisees,peupleraies,634860.55,6925450.91
333,198,2,28.62,8.22,0.96,surfaces boisees,peupleraies,634860.55,6925450.91
334,199,1,9.55,7.8,0.777,successions culturales,systeme de rotations sans prairie sans interculture,650850.65,6925316.76
335,199,2,4.79,7.8,0.806,successions culturales,systeme de rotations sans prairie sans interculture,650850.65,6925316.76
336,200,1,10.5,7.7,0.931,successions culturales,systeme de rotations sans prairie avec interculture,666840.77,6925182.37
337,200,2,3.51,7.8,0.949,successions culturales,systeme de rotations sans prairie avec interculture,666840.77,6925182.37
338,201,1,7.93,7.7,0.715,successions culturales,systeme de rotations sans prairie avec interculture,682830.87,6925047.75
339,201,2,4.4,7.6,0.711,successions culturales,systeme de rotations sans prairie avec interculture,682830.87,6925047.75
340,202,1,17.6,4.8,0.257,surfaces boisees,forets caducifoliees,698820.95,6924912.87
341,202,2,5.07,6.5,0.275,surfaces boisees,forets caducifoliees,698820.95,6924912.87
342,203,1,20.1,7.7,0.773,surfaces boisees,forets caducifoliees,714810.94,6924777.73
343,203,2,7.5,8.3,0.767,surfaces boisees,forets caducifoliees,714810.94,6924777.73
344,204,1,8.49,7.93,0.916,successions culturales,systeme de rotations sans prairie sans interculture,730800.87,6924642.38
345,204,2,3.14,7.92,0.954,successions culturales,systeme de rotations sans prairie sans interculture,730800.87,6924642.38
346,205,1,20.53,7.9,0.602,successions culturales,monoculture,746790.8,6924506.79
347,205,2,14.11,8.1,0.596,successions culturales,monoculture,746790.8,6924506.79
348,206,1,7.68,8.16,0.395,successions culturales,systeme de rotations sans prairie sans interculture,762780.68,6924370.96
349,206,2,1.59,8.48,0.318,successions culturales,systeme de rotations sans prairie sans interculture,762780.68,6924370.96
350,207,1,20.8,8.3,0.575,successions culturales,systeme de rotations sans prairie avec interculture,778770.56,6924234.95
351,207,2,9.01,8.4,0.509,successions culturales,systeme de rotations sans prairie avec interculture,778770.56,6924234.95
352,208,1,13.8,8.2,0.809,successions culturales,systeme de rotations sans prairie avec interculture,794760.48,6924098.76
353,208,2,4.53,8.6,0.67,successions culturales,systeme de rotations sans prairie avec interculture,794760.48,6924098.76
354,209,1,20.6,8.1,0.764,successions culturales,grandes cultures et prairies courte duree,810750.38,6923962.33
355,209,2,8.12,8.5,0.752,successions culturales,grandes cultures et prairies courte duree,810750.38,6923962.33
356,210,1,12.7,5.7,0.7,surfaces boisees,forets mixtes,826740.26,6923825.64
357,210,2,4.01,5.4,0.73,surfaces boisees,forets mixtes,826740.26,6923825.64
358,211,1,19.1,8.1,0.928,successions culturales,systeme de rotations sans prairie sans interculture,842730.13,6923688.78
359,211,2,6.03,8.4,0.864,successions culturales,systeme de rotations sans prairie sans interculture,842730.13,6923688.78
360,212,1,21.3,8.1,0.786,successions culturales,monoculture,858719.94,6923551.76
361,212,2,13.3,8.2,0.764,successions culturales,monoculture,858719.94,6923551.76
362,213,1,25.2,6.5,0.937,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,874709.7,6923414.53
363,213,2,5.58,8.0,0.957,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,874709.7,6923414.53
364,214,1,11.6,6.1,0.936,surfaces toujours en herbe,Surface toujours en herbe (STH),890699.45,6923277.09
365,214,2,5.96,6.6,0.955,surfaces toujours en herbe,Surface toujours en herbe (STH),890699.45,6923277.09
366,215,1,56.0,7.6,0.762,surfaces boisees,forets caducifoliees,906689.15,6923139.46
367,216,1,22.9,6.5,0.465,surfaces boisees,forets caducifoliees,922678.75,6923001.67
368,216,2,12.9,7.2,0.497,surfaces boisees,forets caducifoliees,922678.75,6923001.67
369,217,1,14.3,6.8,0.615,successions culturales,systeme de rotations sans prairie sans interculture,938668.32,6922863.68
370,217,2,2.82,7.4,0.63,successions culturales,systeme de rotations sans prairie sans interculture,938668.32,6922863.68
371,218,1,40.3,7.4,0.982,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,954657.81,6922725.47
372,218,2,13.4,7.9,0.984,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,954657.81,6922725.47
373,220,1,6.27,8.5,0.029,successions culturales,grandes cultures et prairies courte duree,362900.94,6911709.71
374,220,2,0.82,9.0,0.015,successions culturales,grandes cultures et prairies courte duree,362900.94,6911709.71
375,221,1,14.6,6.25,0.651,successions culturales,systeme de rotations sans prairie sans interculture,378890.58,6911579.07
376,221,2,10.9,6.36,0.659,successions culturales,systeme de rotations sans prairie sans interculture,378890.58,6911579.07
377,222,1,18.3,5.4,0.403,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,394880.24,6911448.21
378,222,2,5.43,5.9,0.415,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,394880.24,6911448.21
379,223,1,34.1,6.5,0.851,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,410869.93,6911317.13
380,223,2,10.3,7.4,0.876,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,410869.93,6911317.13
381,224,1,19.0,5.4,0.752,successions culturales,monoculture,426859.66,6911185.85
382,224,2,7.91,6.0,0.786,successions culturales,monoculture,426859.66,6911185.85
383,225,1,44.4,7.9,0.758,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,442849.37,6911054.32
384,225,2,22.6,8.3,0.729,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,442849.37,6911054.32
385,226,1,25.8,7.3,0.643,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,458838.97,6910922.5
386,226,2,10.1,8.0,0.649,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,458838.97,6910922.5
387,227,1,31.7,5.8,0.671,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,474828.5,6910790.47
388,227,2,15.2,7.0,0.68,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,474828.5,6910790.47
389,228,1,14.5,5.4,0.831,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,490818.14,6910658.38
390,228,2,5.58,6.0,0.84,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,490818.14,6910658.38
391,229,1,23.2,5.0,0.761,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,506807.85,6910526.2
392,229,2,5.99,5.3,0.742,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,506807.85,6910526.2
393,230,1,17.3,6.5,0.927,successions culturales,systeme de rotations sans prairie avec interculture,522797.61,6910393.79
394,230,2,4.12,5.9,0.905,successions culturales,systeme de rotations sans prairie avec interculture,522797.61,6910393.79
395,231,1,13.1,7.4,0.881,successions culturales,systeme de rotations sans prairie avec interculture,538787.42,6910261.14
396,231,2,5.87,7.3,0.889,successions culturales,systeme de rotations sans prairie avec interculture,538787.42,6910261.14
397,232,1,22.0,4.7,0.906,surfaces boisees,forets caducifoliees,554777.22,6910128.3
398,232,2,7.82,6.2,0.924,surfaces boisees,forets caducifoliees,554777.22,6910128.3
399,233,1,4.49,5.0,0.099,successions culturales,jachere fixe,570767.07,6909995.26
400,233,2,2.2,5.3,0.1,successions culturales,jachere fixe,570767.07,6909995.26
401,234,1,43.2,7.9,0.884,surfaces boisees,forets caducifoliees,586756.94,6909862.0
402,235,1,19.0,7.8,0.826,successions culturales,systeme de rotations sans prairie sans interculture,602746.82,6909728.55
403,235,2,12.0,7.9,0.853,successions culturales,systeme de rotations sans prairie sans interculture,602746.82,6909728.55
404,236,1,13.84,7.4,0.634,successions culturales,systeme de rotations sans prairie sans interculture,618736.7,6909594.89
405,236,2,4.35,7.7,0.611,successions culturales,systeme de rotations sans prairie sans interculture,618736.7,6909594.89
406,237,1,18.052,5.06,0.805,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,634726.57,6909460.96
407,237,2,8.865,5.68,0.802,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,634726.57,6909460.96
408,238,1,45.5,8.1,0.492,surfaces boisees,forets caducifoliees,650716.45,6909326.78
409,238,2,27.7,8.3,0.467,surfaces boisees,forets caducifoliees,650716.45,6909326.78
410,239,1,65.3,7.9,0.335,surfaces boisees,forets caducifoliees,666706.33,6909192.42
411,239,2,26.9,8.3,0.279,surfaces boisees,forets caducifoliees,666706.33,6909192.42
412,240,1,10.3,7.6,0.808,successions culturales,systeme de rotations sans prairie sans interculture,682696.2,6909057.82
413,240,2,4.66,7.7,0.853,successions culturales,systeme de rotations sans prairie sans interculture,682696.2,6909057.82
414,241,1,8.67,8.1,0.898,successions culturales,systeme de rotations sans prairie sans interculture,698686.05,6908922.94
415,241,2,3.26,8.0,0.94,successions culturales,systeme de rotations sans prairie sans interculture,698686.05,6908922.94
